zf_gene_id;zf11_gene;mouse_gene;zf10_gene
ENSDARG00000001788;atp5po;Atp5po;atp5o
ENSDARG00000012072;dmac2l;Dmac2l;atp5s
ENSDARG00000063911;mt-atp6;mt-Atp6;mt-atp6
ENSDARG00000037153;atp6ap1b;Atp6ap1;atp6ap1b
ENSDARG00000091509;atp6ap1la;Atp6ap1l;atp6ap1la
ENSDARG00000030694;atp6v1e1b;Atp6v1e2;atp6v1e1b
ENSDARG00000057853;atp6v0ca;Atp6v0c;atp6v0ca
ENSDARG00000020847;atp6v0a1a;Atp6v0a1;atp6v0a1a
ENSDARG00000101794;atp6v0e1;Rpl26;atp6v0e1
ENSDARG00000076318;atp6v1ab;Atp6v1a;atp6v1ab
ENSDARG00000034534;atp6v1aa;Atp6v1a;atp6v1aa
ENSDARG00000043465;atp6v1b2;Atp6v1b2;atp6v1b2
ENSDARG00000023967;atp6v1c1a;Atp6v1c1;atp6v1c1a
ENSDARG00000035880;atp6v1c1b;Atp6v1c1;atp6v1c1b
ENSDARG00000001870;atp1a1a.4;Atp1a1;atp1a1a.4
ENSDARG00000039131;atp1a1a.3;Atp1a1;atp1a1a.3
ENSDARG00000007739;atp1a1a.2;Atp1a1;atp1a1a.2
ENSDARG00000019856;atp1a1b;Atp1a1;atp1a1b
ENSDARG00000010472;atp1a2a;Atp1a2;atp1a2a
ENSDARG00000104139;atp1a3b;Atp1a3;atp1a3b
ENSDARG00000018259;atp1a3a;Atp1a3;atp1a3a
ENSDARG00000103127;gpn2;Gpn2;gpn2
ENSDARG00000069525;gpn3;Gpn3;gpn3
ENSDARG00000042839;dph6;Dph6;dph6
ENSDARG00000067975;atp5if1a;Atp5if1;atpif1a
ENSDARG00000044092;atp5if1b;Atp5if1;atpif1b
ENSDARG00000041223;antkmt;Antkmt;fam173a
ENSDARG00000018426;aldh7a1;Aldh7a1;aldh7a1
ENSDARG00000104118;antxr2a;Antxr2;antxr2a
ENSDARG00000063011;antxr2b;Antxr2;antxr2b
ENSDARG00000006420;atrnl1b;Atrnl1;atrnl1b
ENSDARG00000040277;fbxo32;Fbxo32;fbxo32
ENSDARG00000077353;rerea;Rere;rerea
ENSDARG00000044059;lft2;Lefty1;lft2
ENSDARG00000011257;enpp2;Enpp2;enpp2
ENSDARG00000060862;atxn1b;Atxn1;atxn1b
ENSDARG00000061687;atxn1a;Atxn1;atxn1a
ENSDARG00000056268;atxn7l2b;Atxn7l2;atxn7l2b
ENSDARG00000029331;atxn7l3a;Atxn7l3;atxn7l3
ENSDARG00000042815;alkal2b;Alkal2;fam150bb
ENSDARG00000074387;alkal1;Alkal1;fam150a
ENSDARG00000037640;aurkb;Aurkb;aurkb
ENSDARG00000056427;auts2a;Auts2;auts2a
ENSDARG00000077083;avpr1aa;Avpr1a;avpr1aa
ENSDARG00000045788;avpr1ab;Avpr1a;avpr1ab
ENSDARG00000098443;zfand6;Zfand6;zfand6
ENSDARG00000003411;foxa2;Foxa2;foxa2
ENSDARG00000100149;axin2;Axin2;axin2
ENSDARG00000031426;csrnp1a;Csrnp1;csrnp1a
ENSDARG00000038429;csrnp1b;Csrnp1;csrnp1b
ENSDARG00000011506;lpcat1;Lpcat1;lpcat1
ENSDARG00000012019;glra1;Glra1;glra1
ENSDARG00000006865;glra4a;Glra4;glra4a
ENSDARG00000088984;cep131;Cep131;cep131
ENSDARG00000035869;azin1b;Azin1;azin1b
ENSDARG00000104782;oaz1b;Oaz1;oaz1b
ENSDARG00000059815;oaz2b;Oaz2;oaz2b
ENSDARG00000071403;oaz1a;Oaz1;oaz1a
ENSDARG00000100026;olfch1;Vmn2r104;olfch1
ENSDARG00000073917;b3glcta;B3glct;b3glcta
ENSDARG00000077740;b3glctb;B3glct;b3glctb
ENSDARG00000040547;b3gat1a;B3gat1;b3gat1a
ENSDARG00000077583;b4gat1;B4gat1;b4gat1
ENSDARG00000058100;b3gnt3.4;B3gnt3;b3gnt3
ENSDARG00000018971;b3gnt5a;B3gnt5;b3gnt5a
ENSDARG00000094579;b4galnt2.1;B4galnt2;b4galnt2.1
ENSDARG00000089087;hbba1;Hbb-y;hbba1
ENSDARG00000097238;ba1l;Hbb-y;hbba1
ENSDARG00000044781;bace2;Bace2;bace2
ENSDARG00000002196;bach1b;Bach1;bach1b
ENSDARG00000004074;bach2b;Bach2;bach2b
ENSDARG00000037870;actb2;Actb;actb2
ENSDARG00000054937;badb;Bad;badb
ENSDARG00000012824;itga3b;Itga3;itga3b
ENSDARG00000077946;smarcc2;Smarcc2;smarcc2
ENSDARG00000070828;actl6a;Actl6a;actl6a
ENSDARG00000016871;smarce1;Smarce1;smarce1
ENSDARG00000019004;smarcd1;Smarcd1;smarcd1
ENSDARG00000012945;tnfsf13b;Tnfsf13b;tnfsf13b
ENSDARG00000080009;bahcc1b;Bahcc1;bahcc1b
ENSDARG00000075133;adgrb1a;Adgrb1;adgrb1a
ENSDARG00000003169;magi1b;Magi1;magi1b
ENSDARG00000029305;baiap2l1a;Baiap2l1;baiap2l1a
ENSDARG00000060933;baiap2l2b;Baiap2l2;baiap2l2b
ENSDARG00000015854;chata;Chat;chata
ENSDARG00000102277;lama1;Lama1;lama1
ENSDARG00000055381;bambia;Bambi;bambia
ENSDARG00000003835;stom;Stom;stom
ENSDARG00000052769;glrbb;Glrb;glrbb
ENSDARG00000006963;cse1l;Cse1l;cse1l
ENSDARG00000099742;heatr1;Heatr1;heatr1
ENSDARG00000037639;nkx3-2;Nkx3-2;nkx3.2
ENSDARG00000013009;ubiad1;Ubiad1;ubiad1
ENSDARG00000019013;barhl1b;Barhl1;barhl1b
ENSDARG00000035508;barhl1a;Barhl1;barhl1a
ENSDARG00000017490;cel.1;Cel;cel.1
ENSDARG00000036069;ddx39b;Ddx39b;ddx39b
ENSDARG00000031494;prrc2a;Prrc2a;prrc2a
ENSDARG00000075892;bag6;Bag6;bag6
ENSDARG00000077531;bag6l;Bag6;bag6l
ENSDARG00000078929;abhd16a;Abhd16a;abhd16a
ENSDARG00000102325;ehmt2;Ehmt2;ehmt2
ENSDARG00000020623;baxa;Bax;baxa
ENSDARG00000043457;gapdh;Gapdh;gapdh
ENSDARG00000007320;rpl7;Rpl7;rpl7
ENSDARG00000071046;bbip1;Bbip1;bbip1
ENSDARG00000062924;bbof1b;Bbof1;ENSDARG00000062924
ENSDARG00000002552;mapkapk2a;Mapkapk2;mapkapk2a
ENSDARG00000032056;arl6;Arl6;arl6
ENSDARG00000016139;mkks;Mkks;mkks
ENSDARG00000052073;blcap;Blcap;blcap
ENSDARG00000053979;chmp2a;Chmp2a;bc2
ENSDARG00000045297;phb2a;Phb2;phb2a
ENSDARG00000059461;mepcea;Mepce;mepce
ENSDARG00000104256;bco1;Bco1;bco1
ENSDARG00000041715;bco2b;Bco2;bco2b
ENSDARG00000027620;bco2l;Bco2;bco2l
ENSDARG00000043257;ckbb;Ckb;ckbb
ENSDARG00000061352;bcl11aa;Bcl11a;bcl11aa
ENSDARG00000062510;bcl11ba;Bcl11b;bcl11ba
ENSDARG00000094704;bcl2a;Bcl2;bcl2a
ENSDARG00000008434;bcl2l1;Bcl2l1;bcl2l1
ENSDARG00000070864;bcl6aa;Bcl6;bcl6a
ENSDARG00000040396;bcl7bb;Bcl7b;bcl7bb
ENSDARG00000055054;bcl9l;Bcl9l;bcl9l
ENSDARG00000103659;bco1l;Bco1;bco1l
ENSDARG00000055722;bco2a;Bco2;bco2a
ENSDARG00000008243;cct8;Cct8;cct8
ENSDARG00000020744;bdkrb1;Bdkrb1;bdkrb1
ENSDARG00000087390;hbbe1.3;Hbb-y;hbbe1.3
ENSDARG00000002336;dlc;Dll3;dlc
ENSDARG00000006353;itga5;Itga5;itga5
ENSDARG00000031222;lhx2b;Lhx2;lhx2b
ENSDARG00000002240;psmb6;Psmb6;psmb6
ENSDARG00000071863;itgb1a;Itgb1;itgb1a
ENSDARG00000053232;itgb1b.1;Itgb1;itgb1b.1
ENSDARG00000001939;b3gat3;B3gat3;b3gat3
ENSDARG00000000656;psmb9a;Psmb9;psmb9a
ENSDARG00000022689;itgb1b.2;Itgb1;itgb1b.2
ENSDARG00000037962;psmb7;Psmb7;psmb7
ENSDARG00000043781;psmb10;Psmb10;psmb10
ENSDARG00000019566;neurod1;Neurod1;neurod1
ENSDARG00000058039;bhlhe22;Bhlhe22;bhlhe22
ENSDARG00000037588;bhlhe23;Bhlhe23;bhlhe23
ENSDARG00000075445;psmb5;Psmb5;psmb5
ENSDARG00000001303;psmb8a;Psmb8;psmb8a
ENSDARG00000108530;psmb11a;Psmb11;FP015916.2
ENSDARG00000068086;psmb11b;Psmb11;psmb11b
ENSDARG00000104635;mhc2dgb;H2-Eb1;si:busm1-194e12.12
ENSDARG00000074510;mhc2bl;H2-Eb1;si:busm1-104n07.3
ENSDARG00000104730;mhc2d8.35b2;H2-Eb1;si:dkey-33b17.3
ENSDARG00000038147;hbbe3;Hbb-y;hbbe3
ENSDARG00000069101;napbb;Napb;napbb
ENSDARG00000013669;napba;Napb;napba
ENSDARG00000055278;cfb;Cfb;cfb
ENSDARG00000070769;foxg1a;Foxg1;foxg1a
ENSDARG00000005616;bfb;Cfb;bfb
ENSDARG00000007697;fabp7a;Fabp7;fabp7a
ENSDARG00000054137;adgrg6;Adgrg6;adgrg6
ENSDARG00000017884;bgna;Bgn;bgna
ENSDARG00000058414;bglap;Bglap3;bglap
ENSDARG00000004060;bhlhe40;Bhlhe40;bhlhe40
ENSDARG00000041691;bhlhe41;Bhlhe41;bhlhe41
ENSDARG00000045166;bhlha15;Bhlha15;bhlha15
ENSDARG00000077934;tegt;Tmbim6;tegt
ENSDARG00000018693;cdh2;Cdh2;cdh2
ENSDARG00000069290;bida;Bid;bida
ENSDARG00000071586;tgfbi;Tgfbi;tgfbi
ENSDARG00000038792;klf17;Klf17;klf17
ENSDARG00000079144;bcl2l11;Bcl2l11;bcl2l11
ENSDARG00000058820;bin1b;Bin1;bin1b
ENSDARG00000003219;bin2a;Bin2;bin2a
ENSDARG00000010255;bin2b;Bin2;bin2b
ENSDARG00000003251;zbtb22b;Zbtb22;zbtb22b
ENSDARG00000099766;myl12.1;Myl9;myl12.1
ENSDARG00000095879;wdr46;Wdr46;wdr46
ENSDARG00000103846;hspa5;Hspa5;hspa5
ENSDARG00000044619;birc2;Birc3;birc2
ENSDARG00000016143;xiap;Xiap;xiap
ENSDARG00000076856;frem2a;Frem2;frem2a
ENSDARG00000023394;slc37a2;Slc37a2;slc37a2
ENSDARG00000002445;prdm1a;Prdm1;prdm1a
ENSDARG00000055026;ptch2;Ptch2;ptch2
ENSDARG00000032631;ltb4r;Ltb4r1;ltb4r
ENSDARG00000088615;ltb4r2a;Ltb4r2;ltb4r2a
ENSDARG00000054170;ltb4r2b;Ltb4r2;ltb4r2b
ENSDARG00000007783;blk;Blk;blk
ENSDARG00000041150;slc17a6b;Slc17a6;slc17a6b
ENSDARG00000018907;kat6a;Kat6a;kat6a
ENSDARG00000006010;bmi1a;Bmi1;bmi1a
ENSDARG00000061769;bmp10;Bmp10;bmp10
ENSDARG00000044924;gdf11;Gdf11;gdf11
ENSDARG00000053479;gdf6a;Gdf6;gdf6a
ENSDARG00000005510;gdf6b;Gdf6;gdf6b
ENSDARG00000002760;gdf5;Gdf5;gdf5
ENSDARG00000013409;bmp2a;Bmp2;bmp2a
ENSDARG00000041430;bmp2b;Bmp2;bmp2b
ENSDARG00000073891;gdf10b;Gdf10;gdf10b
ENSDARG00000019995;bmp4;Bmp4;bmp4
ENSDARG00000101701;bmp5;Bmp5;bmp5
ENSDARG00000018260;bmp7a;Bmp7;bmp7a
ENSDARG00000035677;bmp8a;Bmp8b;bmp8a
ENSDARG00000059173;gdf2;Gdf2;gdf2
ENSDARG00000054154;bms1;Bms1;bms1
ENSDARG00000032264;mybl2b;Mybl2;mybl2b
ENSDARG00000028067;bnip3lb;Bnip3l;bnip3lb
ENSDARG00000025468;bnip3la;Bnip3l;bnip3la
ENSDARG00000071678;atcaya;Atcay;atcaya
ENSDARG00000069989;bnc2;Bnc2;bnc2
ENSDARG00000052958;nppb;Nppb;nppb
ENSDARG00000052129;boka;Bok;boka
ENSDARG00000069252;mixl1;Mixl1;mixl1
ENSDARG00000105153;ifitm5;Ifitm5;ifitm5
ENSDARG00000026766;bcl2l10;Bcl2l10;bcl2l10
ENSDARG00000026811;extl3;Extl3;extl3
ENSDARG00000103515;vcana;Vcan;vcana
ENSDARG00000039806;tbxtb;T;tb
ENSDARG00000101576;tbxta;T;ta
ENSDARG00000077226;smarca4a;Smarca4;smarca4a
ENSDARG00000057249;zmynd11;Zmynd11;zmynd11
ENSDARG00000045797;uqcc6;Uqcc6;si:ch211-68a17.7
ENSDARG00000019362;ptbp1a;Ptbp1;ptbp1a
ENSDARG00000013596;brd1a;Brd1;brd1a
ENSDARG00000022280;brd2a;Brd2;brd2a
ENSDARG00000006527;brd3a;Brd3;brd3a
ENSDARG00000025071;brd8b;Brd8;brd8
ENSDARG00000038863;babam2;Babam2;babam2
ENSDARG00000001803;kcnh6a;Kcnh6;kcnh6a
ENSDARG00000017835;brf1a;Brf1;brf1a
ENSDARG00000061051;brinp3a.2;Brinp3;brinp3a.2
ENSDARG00000006235;brms1la;Brms1l;brms1la
ENSDARG00000042032;pou3f3a;Pou3f3;pou3f3a
ENSDARG00000070220;pou3f2a;Pou3f2;pou3f2a
ENSDARG00000005559;pou4f1;Pou4f1;pou4f1
ENSDARG00000006206;pou4f3;Pou4f3;pou4f3
ENSDARG00000069737;pou4f2;Pou4f2;pou4f2
ENSDARG00000041734;tbc1d32;Tbc1d32;tbc1d32
ENSDARG00000076495;vwc2;Vwc2;vwc2
ENSDARG00000069134;vwc2l;Vwc2l;vwc2l
ENSDARG00000101259;hgh1;Hgh1;hgh1
ENSDARG00000024478;mpc2b;Mpc2;mpc2
ENSDARG00000035559;tp53;Trp53;tp53
ENSDARG00000074238;brpf3b;Brpf3;brpf3b
ENSDARG00000034443;mpped2;Mpped2;mpped2
ENSDARG00000079105;mhc2dab;H2-Eb2;mhc2dab
ENSDARG00000005315;celf1;Celf1;celf1
ENSDARG00000071375;celf5a;Celf5;celf5a
ENSDARG00000017422;apmap;Apmap;apmap
ENSDARG00000030490;sptb;Sptb;sptb
ENSDARG00000061414;slx4;Slx4;slx4
ENSDARG00000042091;btbd2a;Btbd2;btbd2a
ENSDARG00000005544;btbd3a;Btbd3;btbd3a
ENSDARG00000032369;btbd6b;Btbd6;btbd6b
ENSDARG00000068194;klf9;Klf9;klf9
ENSDARG00000027249;btg1;Btg1;btg1
ENSDARG00000020298;btg2;Btg2;btg2
ENSDARG00000013020;dtnbb;Dtnb;dtnbb
ENSDARG00000105558;btr07;Trim58;btr07
ENSDARG00000017230;fbxw11b;Fbxw11;fbxw11b
ENSDARG00000076571;sp5a;Sp5;sp5a
ENSDARG00000019743;dctn1a;Dctn1;dctn1a
ENSDARG00000045946;sec24d;Sec24d;sec24d
ENSDARG00000053136;b2m;B2m;b2m
ENSDARG00000037804;phlda3;Phlda3;phlda3
ENSDARG00000076829;ankib1b;Ankib1;ankib1b
ENSDARG00000043960;rpf2;Rpf2;rpf2
ENSDARG00000005738;rpf1;Rpf1;rpf1
ENSDARG00000052782;glrba;Glrb;glrba
ENSDARG00000056023;hoxb9a;Hoxb9;hoxb9a
ENSDARG00000092809;hoxc9a;Hoxc9;hoxc9a
ENSDARG00000026655;tspo;Tspo2;tspo
ENSDARG00000010481;bzw1a;Bzw1;bzw1a
ENSDARG00000099148;bzw1b;Bzw1;bzw1b
ENSDARG00000035332;cfap298;Cfap298;c10h21orf59
ENSDARG00000057166;lrmda;Lrmda;c13h10orf11
ENSDARG00000055314;mcmbp;Mcmbp;mcmbp
ENSDARG00000053571;adob;Ado;adob
ENSDARG00000031248;enkur;Enkur;enkur
ENSDARG00000075025;cdc123;Cdc123;cdc123
ENSDARG00000078785;tmem258;Tmem258;tmem258
ENSDARG00000025693;tmem9b;Tmem9b;tmem9b
ENSDARG00000103957;aamdc;Aamdc;aamdc
ENSDARG00000045485;rassf8b;Rassf8;rassf8b
ENSDARG00000051749;tigara;Tigar;tigara
ENSDARG00000045858;tigarb;Tigar;tigarb
ENSDARG00000034825;uspl1;Uspl1;uspl1
ENSDARG00000074726;nrde2;Nrde2;nrde2
ENSDARG00000017272;eapp;Eapp;eapp
ENSDARG00000005179;dglucy;Dglucy;c17h14orf159
ENSDARG00000040439;rsl24d1;Rsl24d1;rsl24d1
ENSDARG00000076966;pagr1;Pagr1a;pagr1
ENSDARG00000018281;cfap161;Cfap161;cfap161
ENSDARG00000019195;vps9d1;Vps9d1;vps9d1
ENSDARG00000012113;airim;Airim;c19h1orf109
ENSDARG00000093423;swsap1;Swsap1;swsap1
ENSDARG00000055561;c1galt1lb;C1galt1;c1galt1b
ENSDARG00000055585;c1galt1la;C1galt1;c1galt1a
ENSDARG00000058053;serping1;Serping1;serping1
ENSDARG00000042671;odr4;Odr4;c2h1orf27
ENSDARG00000014180;ildr2;Ildr2;ildr2
ENSDARG00000058094;ciarta;Ciart;ciarta
ENSDARG00000020749;caprin2;Caprin2;caprin2
ENSDARG00000100476;si:dkeyp-110c7.4;Cbln3;si:dkeyp-110c7.4
ENSDARG00000070681;c1qtnf12;C1qtnf12;c1qtnf12
ENSDARG00000036483;c1ql3b;C1ql1;c1ql3b
ENSDARG00000006544;c1qtnf6b;C1qtnf6;CABZ01084570.1
ENSDARG00000055175;c1qtnf6a;C1qtnf6;c1qtnf6a
ENSDARG00000058318;c1qtnf9;C1qtnf9;c1qtnf9
ENSDARG00000057435;amacr;Amacr;amacr
ENSDARG00000087659;c1qtnf13;C1qtnf4;si:ch211-219a15.3
ENSDARG00000100599;c1s.1;C1s1;c1s
ENSDARG00000094112;slc22a21;Slc22a21;slc22a21
ENSDARG00000021997;cfap206;Cfap206;cfap206
ENSDARG00000037589;gid8b;Gid8;gid8b
ENSDARG00000063075;mtcl2;Mtcl2;soga1
ENSDARG00000091367;prpf6;Prpf6;prpf6
ENSDARG00000034568;fitm2;Fitm2;fitm2
ENSDARG00000007682;ppdpfa;Ppdpf;ppdpfa
ENSDARG00000031317;ppdpfb;Ppdpf;ppdpfb
ENSDARG00000007323;chmp4bb;Chmp4b;chmp4bb
ENSDARG00000028894;mrgbp;Mrgbp;mrgbp
ENSDARG00000074790;rab5if;Rab5if;c23h20orf24
ENSDARG00000009505;prelid3b;Prelid3b;prelid3b
ENSDARG00000061416;c2cd4a;C2cd4d;c2cd4a
ENSDARG00000035198;gcnt4a;Gcnt4;gcnt4a
ENSDARG00000027078;cnppd1;Cnppd1;cnppd1
ENSDARG00000074909;dcaf17;Dcaf17;dcaf17
ENSDARG00000102288;pcare1;Pcare;CABZ01056321.1
ENSDARG00000012694;c3a.1;C3;c3a.1
ENSDARG00000087359;c3a.2;C3;c3a.2
ENSDARG00000052207;c3a.3;C3;c3a.3
ENSDARG00000043719;c3a.6;C3;c3a.6
ENSDARG00000039051;hhatla;Hhatl;hhatla
ENSDARG00000005139;hhatlb;Hhatl;hhatlb
ENSDARG00000012816;dipk2aa;Dipk2a;dia1a
ENSDARG00000055629;dipk2ab;Dipk2a;dia1b
ENSDARG00000022853;eogt;Eogt;eogt
ENSDARG00000038424;c4b;C4b;si:dkey-8k3.2
ENSDARG00000004726;trappc11;Trappc11;trappc11
ENSDARG00000098859;nop14;Nop14;ENSDARG00000098859
ENSDARG00000034375;chst11;Chst11;chst11
ENSDARG00000028786;chst12a;Chst12;chst12a
ENSDARG00000097803;mtrfr;Mtrfr;si:ch211-275j6.5
ENSDARG00000026086;cfap20dc;Cfap20dc;zgc:162324
ENSDARG00000042876;abracl;Abracl;abracl
ENSDARG00000033450;nkap;Nkap;nkap
ENSDARG00000013732;vta1;Vta1;vta1
ENSDARG00000007362;sft2d1;Sft2d1;sft2d1
ENSDARG00000008490;ltv1;Ltv1;ltv1
ENSDARG00000057121;c7b;C7;ENSDARG00000057121
ENSDARG00000070131;rpp25l;Rpp25l;rpp25l
ENSDARG00000014488;ca2;Car13;ca2
ENSDARG00000011166;cahz;Car2;cahz
ENSDARG00000044512;ca4c;Car4;ca4c
ENSDARG00000042293;ca4b;Car4;ca4b
ENSDARG00000101778;ca5a;Car5a;ca5a
ENSDARG00000055565;cacnb2b;Cacnb2;cacnb2b
ENSDARG00000099045;cacnb2a;Cacnb2;cacnb2a
ENSDARG00000001881;cacnb3a;Cacnb3;cacnb3a
ENSDARG00000009738;cacnb4a;Cacnb4;cacnb4a
ENSDARG00000062174;cacnb4b;Cacnb4;cacnb4b
ENSDARG00000019990;cabp1a;Cabp1;cabp1a
ENSDARG00000033411;cabp1b;Cabp1;cabp1b
ENSDARG00000008866;cabp4;Cabp4;cabp4
ENSDARG00000060846;cabp7b;Cabp7;cabp7b
ENSDARG00000088898;caln1;Caln1;caln1
ENSDARG00000069766;caln2;Caln1;caln2
ENSDARG00000036304;dnaaf3l;Dnaaf3;dnaaf3l
ENSDARG00000021735;cacna1ba;Cacna1b;cacna1ba
ENSDARG00000102773;cacna1da;Cacna1d;cacna1da
ENSDARG00000023683;cacna1fb;Cacna1f;cacna1fb
ENSDARG00000070522;cacna1ia;Cacna1i;cacna1i
ENSDARG00000029457;cacna1sa;Cacna1s;cacna1sa
ENSDARG00000042552;cacna1sb;Cacna1s;cacna1sb
ENSDARG00000103390;cacna2d2a;Cacna2d2;cacna2d2a
ENSDARG00000008772;cacng1a;Cacng1;cacng1a
ENSDARG00000032565;cacng2a;Cacng2;cacng2a
ENSDARG00000076401;cacng3b;Cacng3;cacng3b
ENSDARG00000074669;cacng4b;Cacng4;cacng4b
ENSDARG00000009748;dffb;Dffb;dffb
ENSDARG00000086391;cald1b;Cald1;cald1b
ENSDARG00000036292;cdx4;Cdx4;cdx4
ENSDARG00000007561;cdh23;Cdh23;cdh23
ENSDARG00000075549;cdh5;Cdh5;cdh5
ENSDARG00000043661;cadpsa;Cadps;cadpsa
ENSDARG00000056473;chaf1b;Chaf1b;chaf1b
ENSDARG00000018491;pdia4;Pdia4;pdia4
ENSDARG00000003699;atp7a;Atp7a;atp7a
ENSDARG00000036344;calb2b;Calb2;calb2b
ENSDARG00000041062;calb2a;Calb2;calb2a
ENSDARG00000056590;calca;Calca;calca
ENSDARG00000036695;calcoco1a;Calcoco1;calcoco1a
ENSDARG00000011473;calcrla;Calcrl;calcrla
ENSDARG00000011571;calcrlb;Calcrl;calcrlb
ENSDARG00000070314;cald1a;Cald1;cald1a
ENSDARG00000077021;calhm1a;Calhm1;calhm1
ENSDARG00000039482;calhm2.1;Calhm2;calhm2
ENSDARG00000011247;rnpc3;Rnpc3;rnpc3
ENSDARG00000015050;calm2b;Calm2;calm3a
ENSDARG00000031427;calm2a;Calm3;calm2a
ENSDARG00000021811;calm3a;Calm1;calm1a
ENSDARG00000100825;calm3a;Calm1;calm3a
ENSDARG00000074057;calm3b;Calm1;calm3b
ENSDARG00000034187;calm1b;Calm2;calm1b
ENSDARG00000103979;calr3a;Calr3;calr3a
ENSDARG00000102808;calr3b;Calr3;calr3b
ENSDARG00000076290;calr;Calr;calr
ENSDARG00000045676;calua;Calu;calua
ENSDARG00000077881;chl1a;Chl1;chl1a
ENSDARG00000078991;nat8;Nat8f1;ENSDARG00000078991
ENSDARG00000077028;nat8l2;Nat8f1;si:ch211-81n22.1
ENSDARG00000099101;gch2;Gch1;gch2
ENSDARG00000017446;camk1db;Camk1d;camk1db
ENSDARG00000044526;camk1ga;Camk1g;camk1ga
ENSDARG00000053617;camk2a;Camk2a;camk2a
ENSDARG00000011065;camk2b1;Camk2b;camk2b1
ENSDARG00000014273;camk2d2;Camk2d;camk2d2
ENSDARG00000043010;camk2d1;Camk2d;camk2d1
ENSDARG00000056206;camk2g2;Camk2g;camk2g2
ENSDARG00000071395;camk2g1;Camk2g;camk2g1
ENSDARG00000025855;camk2n1a;Camk2n2;camk2n1a
ENSDARG00000074905;camk1da;Camk1d;camk1da
ENSDARG00000035452;camkk1a;Camkk1;camkk1a
ENSDARG00000005786;ppm1f;Ppm1f;ppm1f
ENSDARG00000026499;ppm1e;Ppm1e;ppm1e
ENSDARG00000019208;camsap1a;Camsap1;camsap1a
ENSDARG00000062173;camsap2a;Camsap2;camsap2a
ENSDARG00000070512;cnpy3;Cnpy3;tnrc5
ENSDARG00000012192;cant1a;Cant1;cant1a
ENSDARG00000009315;clgn;Clgn;clgn
ENSDARG00000005058;ncapd2;Ncapd2;ncapd2
ENSDARG00000099672;capgb;Capg;capgb
ENSDARG00000052702;capn1a;Capn1;capn1a
ENSDARG00000041864;capn3a;Capn3;capn3a
ENSDARG00000035329;capns1a;Capns1;capns1a
ENSDARG00000105071;nos1apa;Nos1ap;nos1apa
ENSDARG00000054272;caprin1b;Caprin1;caprin1b
ENSDARG00000036869;tcf21;Tcf21;tcf21
ENSDARG00000034240;capza1a;Capza2;capza1a
ENSDARG00000071735;prlh2;Prlh;prlh2
ENSDARG00000021339;cpa5;Cpa1;cpa5
ENSDARG00000010756;nod2;Nod2;nod2
ENSDARG00000076348;mylk3;Mylk3;mylk3
ENSDARG00000035853;cdkn2aip;Cdkn2aip;cdkn2aip
ENSDARG00000077119;naxd;Naxd;carkd
ENSDARG00000002355;shpk;Shpk;shpk
ENSDARG00000056639;carmil2;Carmil2;rltpr
ENSDARG00000086990;carmil3;Carmil3;lrrc16b
ENSDARG00000039098;ca8;Car8;ca8
ENSDARG00000036164;cars1;Cars1;cars
ENSDARG00000045832;cart2;Cartpt;cart2
ENSDARG00000016815;dnai7;Dnai7;casc1
ENSDARG00000074490;golm2;Golm2;casc4
ENSDARG00000059809;caska;Cask;caska
ENSDARG00000008165;caspa;Casp4;caspa
ENSDARG00000052039;caspb;Casp4;caspb
ENSDARG00000094433;caspbl;Casp4;caspbl
ENSDARG00000017905;casp3a;Casp3;casp3a
ENSDARG00000055045;casp3b;Casp3;casp3b
ENSDARG00000093405;casp6a;Casp6;casp6
ENSDARG00000025608;casp6b.1;Casp6;casp6l1
ENSDARG00000070368;casp6b.2;Casp6;casp6l2
ENSDARG00000091836;casp7;Casp7;casp7
ENSDARG00000058325;casp8;Casp8;casp8
ENSDARG00000074524;cntnap1;Cntnap1;cntnap1
ENSDARG00000013649;casr;Casr;casr
ENSDARG00000024904;stil;Stil;stil
ENSDARG00000074306;ctslb;BC051665;ctslb
ENSDARG00000039173;ctslb;BC051665;ctslb
ENSDARG00000038658;cavin4a;Cavin4;cavin4a
ENSDARG00000099663;cox5ab;Cox5a;cox5ab
ENSDARG00000069752;ckba;Ckb;ckba
ENSDARG00000010948;kif11;Kif11;kif11
ENSDARG00000009020;cnr1;Cnr1;cnr1
ENSDARG00000102249;pepd;Pepd;PEPD
ENSDARG00000101441;lima1a;Lima1;lima1a
ENSDARG00000042518;hipk2;Hipk2;hipk2
ENSDARG00000070426;chac1;Chac1;chac1
ENSDARG00000101557;scarb1;Scarb1;scarb1
ENSDARG00000007294;aco2;Aco2;aco2
ENSDARG00000058953;abcc4;Abcc4;abcc4
ENSDARG00000018973;clptm1;Clptm1;clptm1
ENSDARG00000101631;etfa;Etfa;ETFA
ENSDARG00000101362;mibp;Nmrk2;mibp
ENSDARG00000040041;mcm4;Mcm4;mcm4
ENSDARG00000008867;rap1b;Rap1b;rap1b
ENSDARG00000036967;smox;Smox;smox
ENSDARG00000040469;enpp6;Enpp6;enpp6
ENSDARG00000099730;pkma;Pkm;pkma
ENSDARG00000074842;snx8a;Snx8;snx8a
ENSDARG00000043493;cltca;Cltc;cltca
ENSDARG00000028017;tp53inp1;Trp53inp1;tp53inp1
ENSDARG00000005185;cpn1;Cpn1;cpn1
ENSDARG00000056653;fhl1b;Fhl1;fhl1b
